topic_id,rawg_tags,full_game_tags
Bear's_Restaurant,2d|atmospheric|battle|cat|cats|choices matter|cute|dark|emotional|epic|exploration|full controller support|interactive fiction|jrpg|linear|philosophical|pixel graphics|retro|rpg|singleplayer|soundtrack|steam achievements|steam cloud|story|story rich|котики,action|adventure|animals|indie|pixel art|puzzle|restaurant|rpg|simulator
Deceit,co-op|fps|horror|multiplayer|online multiplayer|steam achievements|steam-trading-cards,action|asymmetric co-op|asymmetrical survival horror|horror|rpg|shooter
Nun_Massacre,altgame|blood|creepy|hell|horror|killer|ps1|psx|school|secrets|slasher|stealth|survival horror|vhs,adventure|creepy|horror|indie|puzzle|stealth|survival|survival horror|thriller|vhs
Stormlander,3d,action|competitive|fantasy|magic|medieval|moba|online multiplayer|pvp|shooter|siege warfare|swordplay|tactical|war|warfare
Supernormal,atmospheric|crime|dark|detective|emotional|exploration|first-person|horror|investigation|multiple endings|mystery|realistic|singleplayer|stealth|steam achievements|story rich|supernatural|survival horror|thriller,adventure|atmospheric|crime|dark|detective|exploration|horror|indie|investigation|multiple endings|murder mystery|mystery|psychological horror|realistic|survival horror
Goblin_Gnome_Horn,2d|action rpg|anime|cartoony|combat|comedy|comic book|cute|family sharing|fantasy|hand-drawn|multiple endings|pve|side scroller|singleplayer|souls-like,action|hand-drawn|indie|strategy
The_Classrooms,1980s|1990s|3d|atmospheric|cinematic|dark|demons|early access|exploration|first-person|horror|investigation|mystery|mystery dungeon|partial controller support|procedural generation|singleplayer|surreal|survival horror,action|horror|liminal space|scp|survival|the backrooms
SUSHI_Shot,2d|2d platformer|2d-платформер|anime|controller|cooking|cute|family friendly|multiplayer|pvp|remote play together|score attack|shared/split screen pvp|singleplayer|split screen|steam leaderboards|кулинария,action|indie|party|puzzle|shooter
Mother_Simulator,atmospheric|colorful|comedy|cute|early access|education|family friendly|female protagonist|first-person|funny|horror|nudity|replay value|singleplayer|steam achievements|steam-trading-cards,indie|simulator
Monster_Strike,conversation|friends|monsters|youtube,anime|billiards|pool|puzzle|rpg
Cash_Cleaner_Simulator,atmospheric|colorful|comedy|crime|dark humor|family sharing|first-person|funny|immersive sim|life sim|management|modern|physics|realistic|relaxing|resource management|sandbox|satire|singleplayer|steam achievements|steam cloud,indie|simulator
Q_Remastered,co-op|full controller support|multiplayer|physics|remote play together|shared/split screen co-op|singleplayer|souls-like|split screen|steam achievements,arcade|casual|indie|physics|physics puzzles|puzzle|simulator
Ratopia,2d|base building|cartoony|city builder|colony sim|cute|early access|economy|exploration|full controller support|management|open world|political sim|resource management|sandbox|singleplayer|steam achievements|steam cloud|survival,base management|city builder|colony builder|controller support|defense|economy|indie|sandbox|simulator|strategy
Choo-Choo_Charles,3d|action-adventure|atmospheric|choices matter|dark|first-person|fps|hand-drawn|horror|open world|partial controller support|singleplayer|steam achievements|supernatural|survival horror|thriller|trains,action|adventure|dark|forest|horror|indie|open world|shooter|survival
Valheim,co-op|coop|crafting|early access|exploration|fantasy|forest|multiplayer|norse|online co-op|online multiplayer|sailing|singleplayer|steam cloud|survival|viking,action|adventure|base building|building|crafting|exploration|fantasy|indie|mythology|nordic mythology|norse mythology|open world|open world survival craft|rpg|sandbox|survival|viking mythology
undertale,2d|bullet hell|choices matter|comedy|cute|dark|dating sim|funny|great soundtrack|horror|memes|multiple endings|overlay|pixel graphics|replay value|retro|rpg|singleplayer|story rich,2d|adventure|anthropomorphism|backtracking|battle|boss fight|breaking the fourth wall|bullet hell|child protagonist|choices matter|comedy|conversation|crowdfunding - kickstarter|cute|dark|defense|drama|fantasy|fast traveling|female protagonist|funny|genocide|great soundtrack|horror|indie|leveling up|manic shooter|moral decisions|multiple endings|optional boss|original soundtrack release|pacifist playthrough|parody|pixel art|pixel graphics|plot twist|postmodernism|psychological horror|puzzle|replayability|retro|rpg|satire|shmup|skeletons|story rich|surreal comedy|turn based strategy|turn-based|unique battle system|using dialogue to avoid combat|village|you can pet the dog
GeoGuessr,2d|3d|character customization|co-op|colorful|combat|competitive|detective|early access|education|exploration|family friendly|in-app purchases|multiplayer|nature|online co-op|online pvp|pvp|stats|steam achievements|team-based|trivia|викторина,developed by one person|educational|exploration|facebook games|geography|google maps|in-game achievements|non-fiction|pre-release public testing|quiz/trivia|real world|strategy|tooltips|world map
What_Remains_of_Edith_Finch,atmospheric|exploration|female protagonist|first-person|fps|full controller support|great soundtrack|horror|mystery|short|singleplayer|steam achievements|steam cloud|steam-trading-cards|story rich|visual novel|walking simulator,adventure|bloody|bow and arrow|camera|cat|color separation|comic book|controller recommendation|darkness|death|deer|descendants of other characters|drama|fixed camera|game console|horror|indie|mouse|multiple gameplay perspectives|multiple protagonists|murder|mystery|owl|pax west 2017|photography|playstation experience 2015|pregnancy|puzzle|rabbit|shark|singing|steam|steam achievements|suicide|swimming|tentacles|the game awards - best independent game - nominee|the game awards - best narrative - nominee|the game awards - best narrative - winner|the game awards - games for impact - nominee|the game awards - nominee|the game awards 2017|videotape|voice acting
Slay_the_Princess,choice|choices matter|choose your own adventure|concept|crpg|dark comedy|dark humor|dating sim|demo|elements|full controller support|funny|horror|interactive fiction|kill|lovecraftian|multiple endings|novel|philosophical|princess|psychological|romance|rpg|singleplayer|steam achievements|steam cloud|story|story rich|supernatural|surreal|visual novel,adventure|branching paths|choices matter|comedy|drama|dynamic narrative|early branching plot|horror|indie|multi-selection choices|mystery|narrative adventure|point-and-click|romance|rpg|thriller|visual novel
The_Game_of_Sisyphus,3d platformer|choices matter|dark humor|difficult|family sharing|funny|horror|intentionally awkward controls|linear|mythology|partial controller support|philosophical|physics|precision platformer|replay value|singleplayer|steam achievements|third person,action|adventure|indie
Microsoft_Flight_Simulator,atmospheric|co-op|difficult|first-person|fishing|flight|local multiplayer|military|moddable|multiplayer|open world|partial controller support|realistic|sandbox|singleplayer|third person|vr,flight simulator|non-fiction|platform exclusive|simulator
minecraft,3d|building|crafting|cube|modding|multiplayer|open world|procedural-generation|sandbox|vr mod,4x|60 fps on consoles|action|adventure|arcade|bees|building|chicken|cow|crafting|cross-platform|dragons|dungeon crawling|explosives|fantasy|kids|minecraft|monsters|open world|open world survival craft|pc to console port|pig|pixel graphics|potions|rabbits|resource gathering|sandbox|sheep|simulator|skeleton|skeletons|survival|wizards|wolf|zombies
Shadow_of_the_Colossus,3rd-person perspective|action-adventure|atmospheric|fantasy|open world|role playing game|rpg,adventure|drama|open world|platform|prequel|puzzle
Graveyard_Keeper,2d|3d|board game|cartoon|cartoony|full controller support|logic|match 3|noir|nostalgia|old school|procedural generation|relaxing|retro|rpg|singleplayer|steam achievements|stylized|tabletop|top-down|zombies,action|adventure|business|fantasy|indie|management|mystery|pax west 2017|previously on - xbox gamepass|strategy
Unknown_Pyramid,3d|3d platformer|action roguelike|horror|procedural generation|roguelike|roguelite|singleplayer|stealth,action|indie
P.I.,3d|cinematic|family sharing|female protagonist|hidden object|horror|interactive fiction|realistic|romance|sci-fi|singleplayer|story rich|tutorial|violent|walking simulator|протагонистка|романтика,horror|indie
Forewarned,3d|action-adventure|asymmetric vr|atmospheric|co-op|dark|early access|exploration|first-person|horror|lore-rich|multiplayer|online co-op|pve|pvp|singleplayer|steam achievements|survival|survival horror,action|adventure|horror|indie
HoloRun,3d|3d platformer|action-adventure|comedy|cute|exploration|family sharing|fantasy|funny|multiplayer|online pvp|partial controller support|physics|puzzle platformer|pvp|relaxing|runner|singleplayer|steam achievements|third person,action|adventure|indie|platform
Doors:_Paradox,3d|ar|art|atmospheric|chaos|clicker|cozy|epic|escape|escape room|exploration|first-person|hidden object|linear|multiple endings|music|mystery|point and click|puzzles|relaxing|singleplayer|sound|steam achievements|story|time travel|wholesome,adventure|atmospheric|casual|clicker|comfy|cozy|fantasy|hidden object|indie|linear|mystery|point-and-click|puzzle|relaxing|time travel|wholesome
Mayonaka_10_chome,3d|dark|family sharing|first-person|horror|immersive sim|realistic|singleplayer|walking simulator,adventure|horror|puzzle|simulator
Another_Crab's_Treasure,3d|3d platformer|action rpg|action-adventure|atmospheric|beat em up|cartoony|cute|dark fantasy|dark humor|family sharing|full controller support|funny|lore-rich|nonlinear|open world|rpg|singleplayer|souls-like|steam achievements|steam cloud|story rich|third person|underwater,3d|action|adventure|crab|dark humor|indie|platform|rpg|stylized
Bramble:_The_Mountain_King,3d|3d platformer|action-adventure|atmospheric|cinematic|dark|dark fantasy|emotional|exploration|full controller support|gore|horror|linear|lore-rich|mythology|narration|singleplayer|steam achievements|steam cloud|story rich|survival horror|third person,3d|action|adventure|atmospheric|choices matter|cinematic|creepy|dark|exploration|fantasy|gore|horror|indie|mythology|narration|platform|previously on - utomik|puzzle|pve|story rich|survival
